Year,NATURE,SOURCE_DETAIL,SDG Series,Sex,Degree of urbanisation,Income or wealth quantile,Education level,Composite breakdown,Nature of data points,Source details,COMMENT_OBS,Observation-level footnotes,Value
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.46369
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 1 (poorest),Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 1 (poorest),Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 1 (poorest),Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.87171
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 1 (poorest),Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 1 (poorest),Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 1 (poorest),Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.82153
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 1 (poorest),Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 1 (poorest),Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 1 (poorest),Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.61142
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 2,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 2,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 2,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.93011
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 2,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 2,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 2,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.82482
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 2,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 2,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 2,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,1.01663
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 3,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 3,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 3,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,1.00464
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 3,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.78005
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 3,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 3,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,1.08467
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 3,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 3,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 3,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.97569
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 4,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.25022
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 4,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.07329
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 4,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.02395
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 4,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.04026
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 4,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.16208
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 4,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.0088
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 4,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.31748
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 4,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.46246
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 4,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.95537
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 5 (richest),Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.91052
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 5 (richest),Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.04896
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 5 (richest),Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.00919
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 5 (richest),Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.95422
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 5 (richest),Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.1044
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 5 (richest),Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.03956
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 5 (richest),Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,1.14554
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 5 (richest),Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.51426
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,Quintile 5 (richest),Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.9256
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.6902
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.87557
2009,C,"Kenya Population and Housing Census 2009. IPUMS-Intertiol, tiol Bureau of Statistics.; Data extracted on 01 April 2022.","Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.67
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.86152
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.51106
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.74782
2009,C,"Kenya Population and Housing Census 2009. IPUMS-Intertiol, tiol Bureau of Statistics.; Data extracted on 01 April 2022.","Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.57599
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.75855
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.44235
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.49135
2009,C,"Kenya Population and Housing Census 2009. IPUMS-Intertiol, tiol Bureau of Statistics.; Data extracted on 01 April 2022.","Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.40555
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.58124
